step,loss,step_time_s,tokens_per_sec
76,2.628223419189453,0.002127208048477769,120345.53939526212
77,2.6473114490509033,0.002165124984458089,118237.97787085925
78,2.595557689666748,0.002158000017516315,118628.35862931803
79,2.5952913761138916,0.0022142920061014593,115612.57471670158
80,2.5756237506866455,0.0021568749798461795,118690.23582361598
81,2.5717718601226807,0.0021427920437417924,119470.29612494125
82,2.571546792984009,0.0021668749977834523,118142.48642024504
83,2.5602211952209473,0.002173958986531943,117757.5113357542
84,2.540861129760742,0.002151791995856911,118970.60705351902
85,2.542314052581787,0.0021961249876767397,116568.95733918133
86,2.524567127227783,0.0021331249736249447,120011.72137840763
87,2.5340120792388916,0.0021454579546116292,119321.84429423652
88,2.5062668323516846,0.002153541019652039,118873.98366870372
89,2.4531571865081787,0.0021262920345179737,120397.38466970965
90,2.4546682834625244,0.002151708002202213,118975.25116697581
91,2.4610469341278076,0.002149208972696215,119113.59167593841
92,2.4738664627075195,0.002138791955076158,119693.73617308392
93,2.444138526916504,0.0021195420413278043,120780.80783886067
94,2.4812769889831543,0.00208304199622944,122897.18616494109
95,2.436330795288086,0.002134084003046155,119957.78968146989
96,2.4235904216766357,0.002163750003091991,118313.11363797894
97,2.3962531089782715,0.0021877919789403677,117012.95299747406
98,2.401895046234131,0.002135499962605536,119878.2507528836
99,2.359436273574829,0.002204165968578309,116143.70408101368
100,2.3548779487609863,0.00219708401709795,116518.07487004584
101,2.353574514389038,0.0021160420146770775,120980.58461238415
102,2.3479814529418945,0.0021410000044852495,119570.29400452938
103,2.3733952045440674,0.002112917019985616,121159.5143484351
104,2.355426073074341,0.0021193749853409827,120790.32817253555
105,2.31872296333313,0.0021764999837614596,117620.033039273
106,2.307527542114258,0.0021330000017769635,120018.7528301599
107,2.30822491645813,0.0021117079886607826,121228.8826744231
108,2.295454263687134,0.0021659579942934215,118192.50450584675
109,2.271693229675293,0.002161041949875653,118461.37462288982
110,2.275125741958618,0.0021795420325361192,117455.86741546706
111,2.2720329761505127,0.0021171250264160335,120918.69719823234
112,2.239842176437378,0.0021831669728271663,117260.84316330789
113,2.2748475074768066,0.0021306659909896553,120150.22583670785
114,2.2331817150115967,0.0021646670065820217,118262.99344037232
115,2.2256698608398438,0.0021909999777562916,116841.62601505754
116,2.236002206802368,0.0021484169992618263,119157.50065651079
117,2.190804958343506,0.0021570419776253402,118681.04684815968
118,2.1806933879852295,0.002185499994084239,117135.66721251275
119,2.164792537689209,0.0021423749858513474,119493.55350518596
120,2.1580288410186768,0.0021319169900380075,120079.72223882697
121,2.186192274093628,0.0021707090199925005,117933.81685071933
122,2.1681807041168213,0.0020872089662589133,122651.83033342901
123,2.134202003479004,0.0021137080038897693,121114.17448810044
124,2.1169471740722656,0.0021498750429600477,119076.68812580257
125,2.1037840843200684,0.0022077499888837337,115955.15855010232
126,2.115816831588745,0.0021244160016067326,120503.70539780475
127,2.119997501373291,0.0021497500129044056,119083.61365893557
128,2.086960554122925,0.0021323749679140747,120053.93228303723
129,2.081746816635132,0.0021307080169208348,120147.85600232315
130,2.0873029232025146,0.0020889999577775598,122546.6755261942
131,2.017277479171753,0.0021408749744296074,119577.2770748586
132,2.0648062229156494,0.0021974999690428376,116496.01984363422
133,2.0095760822296143,0.0021494999527931213,119097.46714222827
134,2.0227766036987305,0.0021182920318096876,120852.0809009018
135,2.039708137512207,0.00215608294820413,118733.83638288618
136,2.014848232269287,0.0021472080261446536,119224.59160123955
137,1.9662960767745972,0.002217707980889827,115434.49462506929
138,1.9892820119857788,0.00212658301461488,120380.9107101145
139,2.019382953643799,0.0022044999641366303,116126.1075820701
140,1.9679521322250366,0.0021968340151943266,116531.33474326455
141,1.9455103874206543,0.002114041999448091,121095.03977065426
142,1.9245011806488037,0.0021797920344397426,117442.39631823316
143,1.9298698902130127,0.0021662500221282244,118176.57121060003
144,1.9248288869857788,0.002148583997040987,119148.23919035103
145,1.9306777715682983,0.002166708989534527,118151.53822525856
146,1.939549446105957,0.0021041249856352806,121665.77639051613
147,1.887632966041565,0.002182082971557975,117319.09525750976
148,1.9278035163879395,0.0021555419662036,118763.635324101
149,1.855007290840149,0.0021580419852398336,118626.05164817935
150,1.8646076917648315,0.002131457964424044,120105.58231636323
151,1.8552485704421997,0.002210000006016344,115837.10375705165
152,1.830222487449646,0.002162333985324949,118390.59171126568
153,1.8595361709594727,0.0021485830075107515,119148.29406409097
154,1.8280985355377197,0.0021312079625204206,120119.6713328942
155,1.7930454015731812,0.002146082988474518,119287.09251918086
156,1.8211196660995483,0.0021550829987972975,118788.92838135132
157,1.7806825637817383,0.002194290980696678,116666.38666067937
158,1.8044790029525757,0.0021702080266550183,117961.04191660258
159,1.7573474645614624,0.0021777910296805203,117550.30510781144
160,1.7820223569869995,0.0021157090086489916,120999.62658072317
161,1.7834982872009277,0.002171624975744635,117884.0743034922
162,1.7688429355621338,0.0021362080005928874,119838.51756427709
163,1.7381353378295898,0.0021662499639205635,118176.57438603311
164,1.7393635511398315,0.002114499977324158,121068.81189185966
165,1.7685402631759644,0.002165874990168959,118197.03406798633
166,1.7374141216278076,0.002126750012394041,120371.45809714882
167,1.740767002105713,0.00214320799568668,119447.10943371507
168,1.6950719356536865,0.0021720000077039003,117863.71965561218
169,1.6797459125518799,0.002160959003958851,118465.92162600542
170,1.6881235837936401,0.0021352500189095736,119892.28321409112
171,1.722942590713501,0.0021802500123158097,117417.72666157808
172,1.6795165538787842,0.0021438749972730875,119409.94709375336
173,1.6362943649291992,0.0021359589882194996,119852.48846626845
174,1.7172883749008179,0.0021202090429142118,120742.81111834609
175,1.6772541999816895,0.0022075410233810544,115966.13484804562
176,1.654253363609314,0.00213274999987334,120032.82148175048
177,1.6269841194152832,0.002164292032830417,118283.4830589883
178,1.6218515634536743,0.0022198340157046914,115323.9378209691
179,1.6172840595245361,0.0021194159635342658,120787.992732254
180,1.5927599668502808,0.002104374987538904,121651.32237168224
181,1.6067019701004028,0.0021677500335499644,118094.79692673222
182,1.5734071731567383,0.002178582944907248,117507.57555430099
183,1.5893584489822388,0.002216166991274804,115514.7608496512
184,1.578866720199585,0.002147582999896258,119203.77466778533
185,1.5528112649917603,0.0021611250122077763,118456.82158778675
186,1.585465908050537,0.0021882079890929163,116990.70713388646
187,1.5703030824661255,0.0021236249594949186,120548.59256357905
188,1.5379040241241455,0.002162666991353035,118372.36200652328
189,1.5426385402679443,0.002158708986826241,118589.39836831558
190,1.5247104167938232,0.0021907499758526683,116854.95963562044
191,1.5210164785385132,0.002157208975404501,118671.85929541069
192,1.4899147748947144,0.0021687920088879764,118038.05941320353
193,1.4901931285858154,0.0021757499780505896,117660.5779995773
194,1.5072165727615356,0.0021814159699715674,117354.96738081399
195,1.51815927028656,0.0021535420091822743,118873.92904734013
196,1.460808277130127,0.002175082976464182,117696.65928614547
197,1.4861061573028564,0.002103625040035695,121694.69136745782
198,1.4767563343048096,0.0021485830075107515,119148.29406409097
199,1.455562949180603,0.0021375419455580413,119763.73166944656
200,1.4400008916854858,0.0022339170100167394,114596.91602334043
201,1.4322609901428223,0.0021706250263378024,117938.38037144244
202,1.4493569135665894,0.002151082968339324,119009.82145641586
203,1.4140379428863525,0.0021523330360651016,118940.70095584258
204,1.4351309537887573,0.002149874984752387,119076.69134979259
205,1.3824876546859741,0.0021490840008482337,119120.51827613903
206,1.4174778461456299,0.0021258340566419065,120423.32241322391
207,1.3784149885177612,0.002195167005993426,116619.82860577246
208,1.4048470258712769,0.002186583005823195,117077.65006781541
209,1.3681957721710205,0.002142333018127829,119495.8943515312
210,1.3493363857269287,0.0021360829705372453,119845.53199991738
211,1.3232004642486572,0.002145958016626537,119294.03931323597
212,1.338663935661316,0.0021349580492824316,119908.67927641139
213,1.329345941543579,0.002148666011635214,119143.6913013645
214,1.3728415966033936,0.002154582994990051,118816.4951618316
215,1.388655185699463,0.0021703329985029995,117954.24949838461
216,1.3228750228881836,0.0021492079831659794,119113.64651776914
217,1.3166640996932983,0.0021429589833132923,119460.98921790413
218,1.3347464799880981,0.002119292039424181,120795.05572509774
219,1.3676246404647827,0.0021142499754205346,121083.12781182857
220,1.3167916536331177,0.0021640000049956143,118299.44519825398
221,1.2903624773025513,0.0021607500384561718,118477.37843055124
222,1.312120795249939,0.002193625026848167,116701.80494239919
223,1.2955880165100098,0.0021919579594396055,116790.56110430548
224,1.2915010452270508,0.0021962920436635613,116560.09078509202
225,1.2693241834640503,0.0021582910558208823,118612.3619933333
226,1.2691198587417603,0.0021427079918794334,119474.98257821624
227,1.2204824686050415,0.0021535829873755574,118871.6671243637
228,1.2943780422210693,0.002153208013623953,118892.36821534007
229,1.2833750247955322,0.002149707986973226,119085.94169594458
230,1.2492824792861938,0.0021030829520896077,121726.05923396426
231,1.2810863256454468,0.0021537920110858977,118860.1307286538
232,1.238655924797058,0.002158333023544401,118610.05563432394
233,1.2271798849105835,0.002086915948893875,122669.05149471272
234,1.2284680604934692,0.002171916014049202,117868.27775293554
235,1.2039128541946411,0.0021307499846443534,120145.48954354649
236,1.2099990844726562,0.002206584031227976,116016.42918513037
237,1.1852086782455444,0.002230999991297722,114746.75078375533
238,1.1914528608322144,0.002122375008184463,120619.5884387978
239,1.1826289892196655,0.0021440840209834278,119398.30598736535
240,1.2163139581680298,0.0021264589740894735,120387.93276489917
241,1.15707266330719,0.0021638330072164536,118308.57517480862
242,1.1726596355438232,0.002159166964702308,118564.2445373814
243,1.157710075378418,0.002186249999795109,117095.48314419294
244,1.1765438318252563,0.002114000031724572,121097.44378346046
245,1.155954360961914,0.0021490409853868186,119122.9026066811
246,1.1554877758026123,0.0021683340310119092,118062.99045195125
247,1.1502549648284912,0.0021080420119687915,121439.70497101742
248,1.1387414932250977,0.0021098749712109566,121334.2039187609
249,1.1497821807861328,0.0021737920469604433,117766.55469779555
250,1.1294699907302856,0.0021900839637964964,116890.49563023404
251,1.1252801418304443,0.0021784169948659837,117516.52718617774
252,1.1113696098327637,0.002180083014536649,117426.72104365245
253,1.121586799621582,0.002141334000043571,119551.64397277165
254,1.105978012084961,0.002090291993226856,122470.9279036198
255,1.116757869720459,0.002112083020620048,121207.35667144638
256,1.113558053970337,0.002157541981432587,118653.54287568416
257,1.1055142879486084,0.0021394999930635095,119654.12518344459
258,1.1251572370529175,0.0021611250122077763,118456.82158778675
259,1.1002867221832275,0.0021312499884516,120117.30270365403
260,1.0934885740280151,0.002159791998565197,118529.93259076202
261,1.0979514122009277,0.0021364999702200294,119822.14068256486
262,1.100766897201538,0.0021280410001054406,120298.43409375838
263,1.0646424293518066,0.0021329160081222653,120023.47913613918
264,1.0652060508728027,0.0021471669897437096,119226.87020749919
265,1.0673744678497314,0.0021170839900150895,120921.04102028345
266,1.0399669408798218,0.002138082985766232,119733.42555188821
267,1.0287888050079346,0.0021627910318784416,118365.57310747547
268,1.0576090812683105,0.002155542024411261,118763.63211704062
269,1.0160000324249268,0.002127540996298194,120326.70601667659
270,1.0279005765914917,0.0020991669734939933,121953.13818885811
271,1.0481892824172974,0.0021493330132216215,119106.71749106167
272,1.0364553928375244,0.002128416032064706,120277.23722399463
273,1.0523322820663452,0.0021557919681072235,118749.86259679172
274,1.0187681913375854,0.0021398329990915954,119635.50431677492
275,0.9872725605964661,0.0021069999784231186,121499.76394000284
276,0.9813597202301025,0.002096083015203476,122132.56733782034
277,0.988741934299469,0.002120833029039204,120707.28647411488
278,1.036784052848816,0.002144124999176711,119396.02406496704
279,0.993836522102356,0.002320458006579429,110323.04798196621
280,1.0038570165634155,0.00217645795783028,117622.30420256198
281,0.988762617111206,0.0021312079625204206,120119.6713328942
282,0.9984661936759949,0.0021494170068763196,119102.06310874816
283,0.9807943105697632,0.0021278749918565154,120307.8192937672
284,0.9543105959892273,0.002089582965709269,122512.48416599994
285,0.9935209155082703,0.0021104580373503268,121300.68234922462
286,0.9567992687225342,0.002164624980650842,118265.28950203095
287,0.9739181995391846,0.0021689169807359576,118031.25812272169
288,0.9663278460502625,0.002137709001544863,119754.37246837428
289,0.9606614112854004,0.002183666976634413,117233.993433633
290,0.9692538380622864,0.0021572920377366245,118667.29006638742
291,0.9405031204223633,0.002146832994185388,119245.41903975104
292,0.9323936104774475,0.002138832991477102,119691.43968702461
293,0.9296137094497681,0.0021156250149942935,121004.4304570158
294,0.9181134104728699,0.0020926250144839287,122334.38777999759
295,0.9360549449920654,0.0021404579747468233,119600.57287753107
296,0.9115188121795654,0.0021668330300599337,118144.7746312595
297,0.9338766932487488,0.0021297080093063414,120204.27160969391
298,0.936968207359314,0.002120082965120673,120749.99149169085
299,0.9274283647537231,0.0021366659784689546,119812.83110214489
300,0.9395722150802612,0.0021552079706452787,118782.0402888323
